# Precip_Increm.daily_precip@Wade_Met.20221001.csv generated at 2026-01-14 16:03:13 (UTC-05:00) by AQUARIUS Time-Series 21.3.212.0
# 
# Time-series identifier: Precip Increm.daily_precip@Wade_Met
# Location: Wade Brook
# UTC offset: (UTC+00:00)
# Value units: mm
# Value parameter: Precip Increm
# Interpolation type: Preceding Totals
# Time-series type: Derived
# 
# Export options: Corrected signal from 2022-10-01T00:00:00Z to 2025-09-30T00:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC+00:00),Value,Approval Level,Grade,Qualifiers
2024-01-28T04:00:00Z,2024-01-28 04:00:00,3.4,Working,0,
2024-01-29T04:00:00Z,2024-01-29 04:00:00,1,Working,0,
2024-01-30T04:00:00Z,2024-01-30 04:00:00,0,Working,0,
2024-01-31T04:00:00Z,2024-01-31 04:00:00,0,Working,0,
2024-02-01T04:00:00Z,2024-02-01 04:00:00,0,Working,0,
2024-02-02T04:00:00Z,2024-02-02 04:00:00,1.4,Working,0,
2024-02-03T04:00:00Z,2024-02-03 04:00:00,0.2,Working,0,
2024-02-04T04:00:00Z,2024-02-04 04:00:00,0,Working,0,
2024-02-05T04:00:00Z,2024-02-05 04:00:00,0.6,Working,0,
2024-02-06T04:00:00Z,2024-02-06 04:00:00,0,Working,0,
2024-02-07T04:00:00Z,2024-02-07 04:00:00,0.8,Working,0,
2024-02-08T04:00:00Z,2024-02-08 04:00:00,0,Working,0,
2024-02-09T04:00:00Z,2024-02-09 04:00:00,0.2,Working,0,
2024-02-10T04:00:00Z,2024-02-10 04:00:00,0,Working,0,
2024-02-11T04:00:00Z,2024-02-11 04:00:00,4.4,Working,0,
2024-02-12T04:00:00Z,2024-02-12 04:00:00,0.2,Working,0,
2024-02-13T04:00:00Z,2024-02-13 04:00:00,0,Working,0,
2024-02-14T04:00:00Z,2024-02-14 04:00:00,0.2,Working,0,
2024-02-15T04:00:00Z,2024-02-15 04:00:00,0,Working,0,
2024-02-16T04:00:00Z,2024-02-16 04:00:00,0,Working,0,
2024-02-17T04:00:00Z,2024-02-17 04:00:00,0,Working,0,
2024-02-18T04:00:00Z,2024-02-18 04:00:00,0,Working,0,
2024-02-19T04:00:00Z,2024-02-19 04:00:00,0,Working,0,
2024-02-20T04:00:00Z,2024-02-20 04:00:00,0,Working,0,
2024-02-21T04:00:00Z,2024-02-21 04:00:00,0,Working,0,
2024-02-22T04:00:00Z,2024-02-22 04:00:00,2.8,Working,0,
2024-02-23T04:00:00Z,2024-02-23 04:00:00,4.4,Working,0,
2024-02-24T04:00:00Z,2024-02-24 04:00:00,0.2,Working,0,
2024-02-25T04:00:00Z,2024-02-25 04:00:00,0,Working,0,
2024-02-26T04:00:00Z,2024-02-26 04:00:00,0,Working,0,
2024-02-27T04:00:00Z,2024-02-27 04:00:00,0,Working,0,
2024-02-28T04:00:00Z,2024-02-28 04:00:00,1,Working,0,
2024-02-29T04:00:00Z,2024-02-29 04:00:00,3.4,Working,0,
2024-03-01T04:00:00Z,2024-03-01 04:00:00,0,Working,0,
2024-03-02T04:00:00Z,2024-03-02 04:00:00,0.8,Working,0,
2024-03-03T04:00:00Z,2024-03-03 04:00:00,-1775.16,Working,0,
2024-03-04T04:00:00Z,2024-03-04 04:00:00,0.4,Working,0,
2024-03-05T04:00:00Z,2024-03-05 04:00:00,0,Working,0,
2024-03-06T04:00:00Z,2024-03-06 04:00:00,2.4,Working,0,
2024-03-07T04:00:00Z,2024-03-07 04:00:00,20.6,Working,0,
2024-03-08T04:00:00Z,2024-03-08 04:00:00,0.2,Working,0,
2024-03-09T04:00:00Z,2024-03-09 04:00:00,0,Working,0,
2024-03-10T04:00:00Z,2024-03-10 04:00:00,1.2,Working,0,
2024-03-11T04:00:00Z,2024-03-11 04:00:00,9.4,Working,0,
2024-03-12T04:00:00Z,2024-03-12 04:00:00,0,Working,0,
2024-03-13T04:00:00Z,2024-03-13 04:00:00,10,Working,0,
2024-03-14T04:00:00Z,2024-03-14 04:00:00,12.4,Working,0,
2024-03-15T04:00:00Z,2024-03-15 04:00:00,4,Working,0,
2024-03-16T04:00:00Z,2024-03-16 04:00:00,3.8,Working,0,
2024-03-17T04:00:00Z,2024-03-17 04:00:00,6.2,Working,0,
2024-03-18T04:00:00Z,2024-03-18 04:00:00,10,Working,0,
2024-03-19T04:00:00Z,2024-03-19 04:00:00,0.2,Working,0,
2024-03-20T04:00:00Z,2024-03-20 04:00:00,0.6,Working,0,
2024-03-21T04:00:00Z,2024-03-21 04:00:00,6.4,Working,0,
2024-03-22T04:00:00Z,2024-03-22 04:00:00,0,Working,0,
2024-03-23T04:00:00Z,2024-03-23 04:00:00,0,Working,0,
2024-03-24T04:00:00Z,2024-03-24 04:00:00,0,Working,0,
2024-03-25T04:00:00Z,2024-03-25 04:00:00,6.601611328125,Working,0,
2024-03-26T04:00:00Z,2024-03-26 04:00:00,3.60087890625,Working,0,
2024-03-27T04:00:00Z,2024-03-27 04:00:00,0,Working,0,
2024-03-28T04:00:00Z,2024-03-28 04:00:00,1.600390625,Working,0,
2024-03-29T04:00:00Z,2024-03-29 04:00:00,0,Working,0,
2024-03-30T04:00:00Z,2024-03-30 04:00:00,0,Working,0,
2024-03-31T04:00:00Z,2024-03-31 04:00:00,0,Working,0,
2024-04-01T04:00:00Z,2024-04-01 04:00:00,0,Working,0,
2024-04-02T04:00:00Z,2024-04-02 04:00:00,0,Working,0,
2024-04-03T04:00:00Z,2024-04-03 04:00:00,0,Working,0,
2024-04-04T04:00:00Z,2024-04-04 04:00:00,0,Working,0,
2024-04-05T04:00:00Z,2024-04-05 04:00:00,0,Working,0,
2024-04-06T04:00:00Z,2024-04-06 04:00:00,0,Working,0,
2024-04-07T04:00:00Z,2024-04-07 04:00:00,16.40400390625,Working,0,
2024-04-08T04:00:00Z,2024-04-08 04:00:00,3.800927734375,Working,0,
2024-04-09T04:00:00Z,2024-04-09 04:00:00,0,Working,0,
2024-04-10T04:00:00Z,2024-04-10 04:00:00,0,Working,0,
2024-04-11T04:00:00Z,2024-04-11 04:00:00,3.60087890625,Working,0,
2024-04-12T04:00:00Z,2024-04-12 04:00:00,2.4005859375,Working,0,
2024-04-13T04:00:00Z,2024-04-13 04:00:00,16.8041015625,Working,0,
2024-04-14T04:00:00Z,2024-04-14 04:00:00,6.4015625,Working,0,
2024-04-15T04:00:00Z,2024-04-15 04:00:00,4.201025390625,Working,0,
2024-04-16T04:00:00Z,2024-04-16 04:00:00,4.40107421875,Working,0,
2024-04-17T04:00:00Z,2024-04-17 04:00:00,0,Working,0,
2024-04-18T04:00:00Z,2024-04-18 04:00:00,0,Working,0,
2024-04-19T04:00:00Z,2024-04-19 04:00:00,4.201025390625,Working,0,
2024-04-20T04:00:00Z,2024-04-20 04:00:00,0,Working,0,
2024-04-21T04:00:00Z,2024-04-21 04:00:00,4.801171875,Working,0,
2024-04-22T04:00:00Z,2024-04-22 04:00:00,0,Working,0,
2024-04-23T04:00:00Z,2024-04-23 04:00:00,0,Working,0,
2024-04-24T04:00:00Z,2024-04-24 04:00:00,0,Working,0,
2024-04-25T04:00:00Z,2024-04-25 04:00:00,3.400830078125,Working,0,
2024-04-26T04:00:00Z,2024-04-26 04:00:00,0,Working,0,
2024-04-27T04:00:00Z,2024-04-27 04:00:00,0,Working,0,
2024-04-28T04:00:00Z,2024-04-28 04:00:00,0,Working,0,
2024-04-29T04:00:00Z,2024-04-29 04:00:00,16.00390625,Working,0,
2024-04-30T04:00:00Z,2024-04-30 04:00:00,0,Working,0,
2024-05-01T04:00:00Z,2024-05-01 04:00:00,3.000732421875,Working,0,
2024-05-02T04:00:00Z,2024-05-02 04:00:00,0.600146484375,Working,0,
2024-05-03T04:00:00Z,2024-05-03 04:00:00,18.80458984375,Working,0,
2024-05-04T04:00:00Z,2024-05-04 04:00:00,0,Working,0,
2024-05-05T04:00:00Z,2024-05-05 04:00:00,0,Working,0,
2024-05-06T04:00:00Z,2024-05-06 04:00:00,10.202490234375,Working,0,
2024-05-07T04:00:00Z,2024-05-07 04:00:00,2.80068359375,Working,0,
2024-05-08T04:00:00Z,2024-05-08 04:00:00,0,Working,0,
2024-05-09T04:00:00Z,2024-05-09 04:00:00,3.20078125,Working,0,
2024-05-10T04:00:00Z,2024-05-10 04:00:00,1.000244140625,Working,0,
2024-05-11T04:00:00Z,2024-05-11 04:00:00,0,Working,0,
2024-05-12T04:00:00Z,2024-05-12 04:00:00,0,Working,0,
2024-05-13T04:00:00Z,2024-05-13 04:00:00,0.8001953125,Working,0,
2024-05-14T04:00:00Z,2024-05-14 04:00:00,0,Working,0,
2024-05-15T04:00:00Z,2024-05-15 04:00:00,9.402294921875,Working,0,
2024-05-16T04:00:00Z,2024-05-16 04:00:00,18.204443359375,Working,0,
2024-05-17T04:00:00Z,2024-05-17 04:00:00,0.8001953125,Working,0,
2024-05-18T04:00:00Z,2024-05-18 04:00:00,0,Working,0,
2024-05-19T04:00:00Z,2024-05-19 04:00:00,1.600390625,Working,0,
2024-05-20T04:00:00Z,2024-05-20 04:00:00,0,Working,0,
2024-05-21T04:00:00Z,2024-05-21 04:00:00,0,Working,0,
2024-05-22T04:00:00Z,2024-05-22 04:00:00,23.405712890625,Working,0,
2024-05-23T04:00:00Z,2024-05-23 04:00:00,0,Working,0,
2024-05-24T04:00:00Z,2024-05-24 04:00:00,0,Working,0,
2024-05-25T04:00:00Z,2024-05-25 04:00:00,0,Working,0,
2024-05-26T04:00:00Z,2024-05-26 04:00:00,0,Working,0,
2024-05-27T04:00:00Z,2024-05-27 04:00:00,0,Working,0,
2024-05-28T04:00:00Z,2024-05-28 04:00:00,32.8080078125,Working,0,
2024-05-29T04:00:00Z,2024-05-29 04:00:00,2.80068359375,Working,0,
2024-05-30T04:00:00Z,2024-05-30 04:00:00,1.20029296875,Working,0,
2024-05-31T04:00:00Z,2024-05-31 04:00:00,0,Working,0,
2024-06-01T04:00:00Z,2024-06-01 04:00:00,0,Working,0,
2024-06-02T04:00:00Z,2024-06-02 04:00:00,0,Working,0,
2024-06-03T04:00:00Z,2024-06-03 04:00:00,0,Working,0,
2024-06-04T04:00:00Z,2024-06-04 04:00:00,0,Working,0,
2024-06-05T04:00:00Z,2024-06-05 04:00:00,0,Working,0,
2024-06-06T04:00:00Z,2024-06-06 04:00:00,1.800439453125,Working,0,
2024-06-07T04:00:00Z,2024-06-07 04:00:00,30.407421875,Working,0,
2024-06-08T04:00:00Z,2024-06-08 04:00:00,8.202001953125,Working,0,
2024-06-09T04:00:00Z,2024-06-09 04:00:00,16.203955078125,Working,0,
2024-06-10T04:00:00Z,2024-06-10 04:00:00,5.6013671875,Working,0,
2024-06-11T04:00:00Z,2024-06-11 04:00:00,12.803125,Working,0,
2024-06-12T04:00:00Z,2024-06-12 04:00:00,1.20029296875,Working,0,
2024-06-13T04:00:00Z,2024-06-13 04:00:00,0,Working,0,
2024-06-14T04:00:00Z,2024-06-14 04:00:00,0,Working,0,
2024-06-15T04:00:00Z,2024-06-15 04:00:00,4.201025390625,Working,0,
2024-06-16T04:00:00Z,2024-06-16 04:00:00,0,Working,0,
2024-06-17T04:00:00Z,2024-06-17 04:00:00,0,Working,0,
2024-06-18T04:00:00Z,2024-06-18 04:00:00,0,Working,0,
2024-06-19T04:00:00Z,2024-06-19 04:00:00,0,Working,0,
2024-06-20T04:00:00Z,2024-06-20 04:00:00,3.20078125,Working,0,
2024-06-21T04:00:00Z,2024-06-21 04:00:00,26.2,Working,0,
2024-06-22T04:00:00Z,2024-06-22 04:00:00,0.2,Working,0,
2024-06-23T04:00:00Z,2024-06-23 04:00:00,8.00195312500001,Working,0,
2024-06-24T04:00:00Z,2024-06-24 04:00:00,7.801904296875,Working,0,
2024-06-25T04:00:00Z,2024-06-25 04:00:00,3.60087890625,Working,0,
2024-06-26T04:00:00Z,2024-06-26 04:00:00,0,Working,0,
2024-06-27T04:00:00Z,2024-06-27 04:00:00,8.001953125,Working,0,
2024-06-28T04:00:00Z,2024-06-28 04:00:00,8.40205078125,Working,0,
2024-06-29T04:00:00Z,2024-06-29 04:00:00,0,Working,0,
2024-06-30T04:00:00Z,2024-06-30 04:00:00,10.00244140625,Working,0,
2024-07-01T04:00:00Z,2024-07-01 04:00:00,13.20322265625,Working,0,
2024-07-02T04:00:00Z,2024-07-02 04:00:00,0,Working,0,
2024-07-03T04:00:00Z,2024-07-03 04:00:00,0,Working,0,
2024-07-04T04:00:00Z,2024-07-04 04:00:00,0,Working,0,
2024-07-05T04:00:00Z,2024-07-05 04:00:00,4.0009765625,Working,0,
2024-07-06T04:00:00Z,2024-07-06 04:00:00,0,Working,0,
2024-07-07T04:00:00Z,2024-07-07 04:00:00,6.00146484375,Working,0,
2024-07-08T04:00:00Z,2024-07-08 04:00:00,0,Working,0,
2024-07-09T04:00:00Z,2024-07-09 04:00:00,0,Working,0,
2024-07-10T04:00:00Z,2024-07-10 04:00:00,0,Working,0,
2024-07-11T04:00:00Z,2024-07-11 04:00:00,60.81484375,Working,0,
2024-07-12T04:00:00Z,2024-07-12 04:00:00,16.203955078125,Working,0,
2024-07-13T04:00:00Z,2024-07-13 04:00:00,0.200048828125,Working,0,
2024-07-14T04:00:00Z,2024-07-14 04:00:00,0.200048828125,Working,0,
2024-07-15T04:00:00Z,2024-07-15 04:00:00,0,Working,0,
2024-07-16T04:00:00Z,2024-07-16 04:00:00,6.201513671875,Working,0,
2024-07-17T04:00:00Z,2024-07-17 04:00:00,29.007080078125,Working,0,
2024-07-18T04:00:00Z,2024-07-18 04:00:00,5.001220703125,Working,0,
2024-07-19T04:00:00Z,2024-07-19 04:00:00,0,Working,0,
2024-07-20T04:00:00Z,2024-07-20 04:00:00,0,Working,0,
2024-07-21T04:00:00Z,2024-07-21 04:00:00,0.600146484375,Working,0,
2024-07-22T04:00:00Z,2024-07-22 04:00:00,5.20126953125,Working,0,
2024-07-23T04:00:00Z,2024-07-23 04:00:00,0,Working,0,
2024-07-24T04:00:00Z,2024-07-24 04:00:00,9.002197265625,Working,0,
2024-07-25T04:00:00Z,2024-07-25 04:00:00,0.600146484375,Working,0,
2024-07-26T04:00:00Z,2024-07-26 04:00:00,2.600634765625,Working,0,
2024-07-27T04:00:00Z,2024-07-27 04:00:00,4.0009765625,Working,0,
2024-07-28T04:00:00Z,2024-07-28 04:00:00,0,Working,0,
2024-07-29T04:00:00Z,2024-07-29 04:00:00,0,Working,0,
2024-07-30T04:00:00Z,2024-07-30 04:00:00,23.805810546875,Working,0,
2024-07-31T04:00:00Z,2024-07-31 04:00:00,12.40302734375,Working,0,
2024-08-01T04:00:00Z,2024-08-01 04:00:00,16.00390625,Working,0,
2024-08-02T04:00:00Z,2024-08-02 04:00:00,10.00244140625,Working,0,
2024-08-03T04:00:00Z,2024-08-03 04:00:00,0,Working,0,
2024-08-04T04:00:00Z,2024-08-04 04:00:00,0.40009765625,Working,0,
2024-08-05T04:00:00Z,2024-08-05 04:00:00,9.002197265625,Working,0,
2024-08-06T04:00:00Z,2024-08-06 04:00:00,5.6013671875,Working,0,
2024-08-07T04:00:00Z,2024-08-07 04:00:00,0,Working,0,
2024-08-08T04:00:00Z,2024-08-08 04:00:00,0,Working,0,
2024-08-09T04:00:00Z,2024-08-09 04:00:00,5.001220703125,Working,0,
2024-08-10T04:00:00Z,2024-08-10 04:00:00,46.6113769531249,Working,0,
2024-08-11T04:00:00Z,2024-08-11 04:00:00,0.600146484375,Working,0,
2024-08-12T04:00:00Z,2024-08-12 04:00:00,8.202001953125,Working,0,
2024-08-13T04:00:00Z,2024-08-13 04:00:00,4.601123046875,Working,0,
2024-08-14T04:00:00Z,2024-08-14 04:00:00,0,Working,0,
2024-08-15T04:00:00Z,2024-08-15 04:00:00,1.800439453125,Working,0,
2024-08-16T04:00:00Z,2024-08-16 04:00:00,0.200048828125,Working,0,
2024-08-17T04:00:00Z,2024-08-17 04:00:00,0,Working,0,
2024-08-18T04:00:00Z,2024-08-18 04:00:00,0,Working,0,
2024-08-19T04:00:00Z,2024-08-19 04:00:00,0.600146484375,Working,0,
2024-08-20T04:00:00Z,2024-08-20 04:00:00,33.408154296875,Working,0,
2024-08-21T04:00:00Z,2024-08-21 04:00:00,5.801416015625,Working,0,
2024-08-22T04:00:00Z,2024-08-22 04:00:00,18.604541015625,Working,0,
2024-08-23T04:00:00Z,2024-08-23 04:00:00,10.202490234375,Working,0,
2024-08-24T04:00:00Z,2024-08-24 04:00:00,0.200048828125,Working,0,
2024-08-25T04:00:00Z,2024-08-25 04:00:00,0,Working,0,
2024-08-26T04:00:00Z,2024-08-26 04:00:00,0,Working,0,
2024-08-27T04:00:00Z,2024-08-27 04:00:00,0.600146484375,Working,0,
2024-08-28T04:00:00Z,2024-08-28 04:00:00,0,Working,0,
2024-08-29T04:00:00Z,2024-08-29 04:00:00,9.802392578125,Working,0,
2024-08-30T04:00:00Z,2024-08-30 04:00:00,0,Working,0,
2024-08-31T04:00:00Z,2024-08-31 04:00:00,0,Working,0,
2024-09-01T04:00:00Z,2024-09-01 04:00:00,6.80166015625,Working,0,
2024-09-02T04:00:00Z,2024-09-02 04:00:00,8.8021484375,Working,0,
2024-09-03T04:00:00Z,2024-09-03 04:00:00,0,Working,0,
2024-09-04T04:00:00Z,2024-09-04 04:00:00,0,Working,0,
2024-09-05T04:00:00Z,2024-09-05 04:00:00,0,Working,0,
2024-09-06T04:00:00Z,2024-09-06 04:00:00,0,Working,0,
2024-09-07T04:00:00Z,2024-09-07 04:00:00,0,Working,0,
2024-09-08T04:00:00Z,2024-09-08 04:00:00,13.003173828125,Working,0,
2024-09-09T04:00:00Z,2024-09-09 04:00:00,0.8001953125,Working,0,
2024-09-10T04:00:00Z,2024-09-10 04:00:00,0,Working,0,
2024-09-11T04:00:00Z,2024-09-11 04:00:00,0,Working,0,
2024-09-12T04:00:00Z,2024-09-12 04:00:00,0,Working,0,
2024-09-13T04:00:00Z,2024-09-13 04:00:00,0,Working,0,
2024-09-14T04:00:00Z,2024-09-14 04:00:00,0,Working,0,
2024-09-15T04:00:00Z,2024-09-15 04:00:00,0,Working,0,
2024-09-16T04:00:00Z,2024-09-16 04:00:00,0,Working,0,
2024-09-17T04:00:00Z,2024-09-17 04:00:00,0,Working,0,
2024-09-18T04:00:00Z,2024-09-18 04:00:00,0,Working,0,
2024-09-19T04:00:00Z,2024-09-19 04:00:00,0,Working,0,
2024-09-20T04:00:00Z,2024-09-20 04:00:00,0,Working,0,
2024-09-21T04:00:00Z,2024-09-21 04:00:00,0,Working,0,
2024-09-22T04:00:00Z,2024-09-22 04:00:00,0,Working,0,
2024-09-23T04:00:00Z,2024-09-23 04:00:00,0,Working,0,
2024-09-24T04:00:00Z,2024-09-24 04:00:00,0,Working,0,
2024-09-25T04:00:00Z,2024-09-25 04:00:00,0,Working,0,
2024-09-26T04:00:00Z,2024-09-26 04:00:00,13.6033203125,Working,0,
2024-09-27T04:00:00Z,2024-09-27 04:00:00,28.606982421875,Working,0,
2024-09-28T04:00:00Z,2024-09-28 04:00:00,0.200048828125,Working,0,
2024-09-29T04:00:00Z,2024-09-29 04:00:00,0,Working,0,
2024-09-30T04:00:00Z,2024-09-30 04:00:00,0,Working,0,
2024-10-01T04:00:00Z,2024-10-01 04:00:00,0,Working,0,
2024-10-02T04:00:00Z,2024-10-02 04:00:00,0,Working,0,
2024-10-03T04:00:00Z,2024-10-03 04:00:00,1.000244140625,Working,0,
2024-10-04T04:00:00Z,2024-10-04 04:00:00,0.8001953125,Working,0,
2024-10-05T04:00:00Z,2024-10-05 04:00:00,3.800927734375,Working,0,
2024-10-06T04:00:00Z,2024-10-06 04:00:00,6.601611328125,Working,0,
2024-10-07T04:00:00Z,2024-10-07 04:00:00,1.400341796875,Working,0,
2024-10-08T04:00:00Z,2024-10-08 04:00:00,7.2017578125,Working,0,
2024-10-09T04:00:00Z,2024-10-09 04:00:00,1.400341796875,Working,0,
2024-10-10T04:00:00Z,2024-10-10 04:00:00,7.401806640625,Working,0,
2024-10-11T04:00:00Z,2024-10-11 04:00:00,1.400341796875,Working,0,
2024-10-12T04:00:00Z,2024-10-12 04:00:00,0.40009765625,Working,0,
2024-10-13T04:00:00Z,2024-10-13 04:00:00,2.200537109375,Working,0,
2024-10-14T04:00:00Z,2024-10-14 04:00:00,1.400341796875,Working,0,
2024-10-15T04:00:00Z,2024-10-15 04:00:00,11.402783203125,Working,0,
2024-10-16T04:00:00Z,2024-10-16 04:00:00,6.80166015625,Working,0,
2024-10-17T04:00:00Z,2024-10-17 04:00:00,8.40205078125001,Working,0,
2024-10-18T04:00:00Z,2024-10-18 04:00:00,0,Working,0,
2024-10-19T04:00:00Z,2024-10-19 04:00:00,0,Working,0,
2024-10-20T04:00:00Z,2024-10-20 04:00:00,0,Working,0,
2024-10-21T04:00:00Z,2024-10-21 04:00:00,0,Working,0,
2024-10-22T04:00:00Z,2024-10-22 04:00:00,0,Working,0,
2024-10-23T04:00:00Z,2024-10-23 04:00:00,0,Working,0,
2024-10-24T04:00:00Z,2024-10-24 04:00:00,3.000732421875,Working,0,
2024-10-25T04:00:00Z,2024-10-25 04:00:00,0.200048828125,Working,0,
2024-10-26T04:00:00Z,2024-10-26 04:00:00,0,Working,0,
2024-10-27T04:00:00Z,2024-10-27 04:00:00,2.200537109375,Working,0,
2024-10-28T04:00:00Z,2024-10-28 04:00:00,0.200048828125,Working,0,
2024-10-29T04:00:00Z,2024-10-29 04:00:00,0,Working,0,
2024-10-30T04:00:00Z,2024-10-30 04:00:00,4.601123046875,Working,0,
2024-10-31T04:00:00Z,2024-10-31 04:00:00,3.20078125,Working,0,
2024-11-01T04:00:00Z,2024-11-01 04:00:00,0,Working,0,
2024-11-02T04:00:00Z,2024-11-02 04:00:00,12.40302734375,Working,0,
2024-11-03T04:00:00Z,2024-11-03 04:00:00,0,Working,0,
2024-11-04T04:00:00Z,2024-11-04 04:00:00,0.200048828125,Working,0,
2024-11-05T04:00:00Z,2024-11-05 04:00:00,2.600634765625,Working,0,
2024-11-06T04:00:00Z,2024-11-06 04:00:00,0.600146484375,Working,0,
2024-11-07T04:00:00Z,2024-11-07 04:00:00,0.40009765625,Working,0,
2024-11-08T04:00:00Z,2024-11-08 04:00:00,0.600146484375,Working,0,
2024-11-09T04:00:00Z,2024-11-09 04:00:00,1.20029296875,Working,0,
2024-11-10T04:00:00Z,2024-11-10 04:00:00,0,Working,0,
2024-11-11T04:00:00Z,2024-11-11 04:00:00,0.40009765625,Working,0,
2024-11-12T04:00:00Z,2024-11-12 04:00:00,3.000732421875,Working,0,
2024-11-13T04:00:00Z,2024-11-13 04:00:00,7.20175781250001,Working,0,
2024-11-14T04:00:00Z,2024-11-14 04:00:00,0,Working,0,
2024-11-15T04:00:00Z,2024-11-15 04:00:00,0,Working,0,
2024-11-16T04:00:00Z,2024-11-16 04:00:00,0,Working,0,
2024-11-17T04:00:00Z,2024-11-17 04:00:00,0,Working,0,
2024-11-18T04:00:00Z,2024-11-18 04:00:00,0,Working,0,
2024-11-19T04:00:00Z,2024-11-19 04:00:00,0.600146484375,Working,0,
2024-11-20T04:00:00Z,2024-11-20 04:00:00,0.200048828125,Working,0,
2024-11-21T04:00:00Z,2024-11-21 04:00:00,0,Working,0,
2024-11-22T04:00:00Z,2024-11-22 04:00:00,0,Working,0,
2024-11-23T04:00:00Z,2024-11-23 04:00:00,2.4005859375,Working,0,
2024-11-24T04:00:00Z,2024-11-24 04:00:00,9.80239257812501,Working,0,
2024-11-25T04:00:00Z,2024-11-25 04:00:00,2.4005859375,Working,0,
2024-11-26T04:00:00Z,2024-11-26 04:00:00,0,Working,0,
2024-11-27T04:00:00Z,2024-11-27 04:00:00,10.4025390625,Working,0,
2024-11-28T04:00:00Z,2024-11-28 04:00:00,0,Working,0,
2024-11-29T04:00:00Z,2024-11-29 04:00:00,2.200537109375,Working,0,
2024-11-30T04:00:00Z,2024-11-30 04:00:00,0,Working,0,
2024-12-01T04:00:00Z,2024-12-01 04:00:00,0,Working,0,
2024-12-02T04:00:00Z,2024-12-02 04:00:00,0,Working,0,
2024-12-03T04:00:00Z,2024-12-03 04:00:00,0,Working,0,
2024-12-04T04:00:00Z,2024-12-04 04:00:00,0,Working,0,
2024-12-05T04:00:00Z,2024-12-05 04:00:00,0,Working,0,
2024-12-06T04:00:00Z,2024-12-06 04:00:00,0,Working,0,
2024-12-07T04:00:00Z,2024-12-07 04:00:00,0,Working,0,
2024-12-08T04:00:00Z,2024-12-08 04:00:00,0,Working,0,
2024-12-09T04:00:00Z,2024-12-09 04:00:00,0.200048828125,Working,0,
2024-12-10T04:00:00Z,2024-12-10 04:00:00,0,Working,0,
2024-12-11T04:00:00Z,2024-12-11 04:00:00,11.802880859375,Working,0,
2024-12-12T04:00:00Z,2024-12-12 04:00:00,32.0078125,Working,0,
2024-12-13T04:00:00Z,2024-12-13 04:00:00,0,Working,0,
2024-12-14T04:00:00Z,2024-12-14 04:00:00,0,Working,0,
2024-12-15T04:00:00Z,2024-12-15 04:00:00,0,Working,0,
2024-12-16T04:00:00Z,2024-12-16 04:00:00,0,Working,0,
2024-12-17T04:00:00Z,2024-12-17 04:00:00,7.60185546875001,Working,0,
2024-12-18T04:00:00Z,2024-12-18 04:00:00,2.600634765625,Working,0,
2024-12-19T04:00:00Z,2024-12-19 04:00:00,0,Working,0,
2024-12-20T04:00:00Z,2024-12-20 04:00:00,0,Working,0,
2024-12-21T04:00:00Z,2024-12-21 04:00:00,0,Working,0,
2024-12-22T04:00:00Z,2024-12-22 04:00:00,0,Working,0,
2024-12-23T04:00:00Z,2024-12-23 04:00:00,0,Working,0,
2024-12-24T04:00:00Z,2024-12-24 04:00:00,0,Working,0,
2024-12-25T04:00:00Z,2024-12-25 04:00:00,0,Working,0,
2024-12-26T04:00:00Z,2024-12-26 04:00:00,0,Working,0,
2024-12-27T04:00:00Z,2024-12-27 04:00:00,0,Working,0,
2024-12-28T04:00:00Z,2024-12-28 04:00:00,0,Working,0,
2024-12-29T04:00:00Z,2024-12-29 04:00:00,0.200048828125,Working,0,
2024-12-30T04:00:00Z,2024-12-30 04:00:00,20.0048828125,Working,0,
2024-12-31T04:00:00Z,2024-12-31 04:00:00,2.00048828125,Working,0,
2025-01-01T04:00:00Z,2025-01-01 04:00:00,0.200048828125,Working,0,
2025-01-02T04:00:00Z,2025-01-02 04:00:00,2.4005859375,Working,0,
2025-01-03T04:00:00Z,2025-01-03 04:00:00,0,Working,0,
2025-01-04T04:00:00Z,2025-01-04 04:00:00,0,Working,0,
2025-01-05T04:00:00Z,2025-01-05 04:00:00,0,Working,0,
2025-01-06T04:00:00Z,2025-01-06 04:00:00,0,Working,0,
2025-01-07T04:00:00Z,2025-01-07 04:00:00,0,Working,0,
2025-01-08T04:00:00Z,2025-01-08 04:00:00,0,Working,0,
2025-01-09T04:00:00Z,2025-01-09 04:00:00,0,Working,0,
2025-01-10T04:00:00Z,2025-01-10 04:00:00,0,Working,0,
2025-01-11T04:00:00Z,2025-01-11 04:00:00,0,Working,0,
2025-01-12T04:00:00Z,2025-01-12 04:00:00,0,Working,0,
2025-01-13T04:00:00Z,2025-01-13 04:00:00,0,Working,0,
2025-01-14T04:00:00Z,2025-01-14 04:00:00,0,Working,0,
2025-01-15T04:00:00Z,2025-01-15 04:00:00,0,Working,0,
2025-01-16T04:00:00Z,2025-01-16 04:00:00,0,Working,0,
2025-01-17T04:00:00Z,2025-01-17 04:00:00,0,Working,0,
2025-01-18T04:00:00Z,2025-01-18 04:00:00,0,Working,0,
2025-01-19T04:00:00Z,2025-01-19 04:00:00,0.200048828125,Working,0,
2025-01-20T04:00:00Z,2025-01-20 04:00:00,0.8001953125,Working,0,
